detail_id,Product ID,terms,section,season,material
COAWO970,200346,jackets,WOMAN,Autumn,Wool Blend
OVWWO971,200347,jackets,MAN,Winter,Wool Blend
BAWWO972,200348,jackets,WOMAN,Winter,Wool Blend
OVWAC973,200349,jackets,WOMAN,Winter,Acrylic
KNAAC974,200350,sweaters,WOMAN,Autumn,Acrylic
DOWWO975,200351,jackets,WOMAN,Winter,Wool Blend
SAASA976,200352,jackets,WOMAN,Autumn,Satin
MUWPO977,200353,jackets,WOMAN,Winter,Polyester
HIACO978,200354,jackets,WOMAN,Autumn,Cotton
OVADE979,200355,jackets,WOMAN,Autumn,Denim
QUAWO980,200356,shoes,MAN,Autumn,Wool Blend
TASLI981,200357,shoes,WOMAN,Spring,Linen
TAACO982,200358,jackets,WOMAN,Autumn,Cotton
SASLI983,200359,jackets,WOMAN,Spring,Linen
STACO984,200360,jackets,MAN,Autumn,Cotton
COAWO985,200361,shoes,WOMAN,Autumn,Wool Blend
SAWWO986,200362,shoes,WOMAN,Winter,Wool Blend
STWWO987,200363,jackets,MAN,Winter,Wool Blend
REWPO988,200364,t-shirts,WOMAN,Winter,Polyester
TEAPO989,200365,shoes,WOMAN,Autumn,Polyester
SUSVI990,200366,jackets,MAN,Spring,Viscose
SLAPO991,200367,jackets,MAN,Autumn,Polyester
SLSLI992,200368,jackets,MAN,Spring,Linen
PLAPO993,200369,sweaters,WOMAN,Autumn,Polyester
DOWWO994,200370,jackets,WOMAN,Winter,Wool
SASSA995,200371,sweaters,MAN,Summer,Satin
PLWWO996,200372,jackets,WOMAN,Winter,Wool Blend
BAWWO997,200373,shoes,WOMAN,Winter,Wool Blend
DOSDE998,200374,shoes,WOMAN,Spring,Denim
TAAWO999,200375,jackets,WOMAN,Autumn,Wool Blend
SAAWO1000,200376,jackets,WOMAN,Autumn,Wool
UTAVI1001,200377,jackets,MAN,Autumn,Viscose
STWWO1002,200378,jeans,MAN,Winter,Wool Blend
SASCO1003,200379,jackets,MAN,Spring,Cotton
LISCO1004,200380,shoes,WOMAN,Summer,Cotton
LISLI1005,200381,jackets,MAN,Summer,Linen Blend
LISLI1006,200382,sweaters,MAN,Summer,Linen
BAWWO1007,200383,jackets,WOMAN,Winter,Wool Blend
PLAWO1008,200384,sweaters,MAN,Autumn,Wool Blend
LOSPO1009,200385,shoes,WOMAN,Spring,Polyester
PLSLI1010,200386,jeans,WOMAN,Spring,Linen
LISLI1011,200387,sweaters,WOMAN,Summer,Linen Blend
STAWO1012,200388,jackets,WOMAN,Autumn,Wool
TEAWO1013,200389,t-shirts,WOMAN,Autumn,Wool
OVSCO1014,200390,jackets,MAN,Spring,Cotton
STAWO1015,200391,jackets,WOMAN,Autumn,Wool
TEWAC1016,200392,jackets,WOMAN,Winter,Acrylic
TESDE1017,200393,jackets,WOMAN,Spring,Denim
UTSCO1018,200394,jackets,WOMAN,Spring,Cotton
TASLI1019,200395,t-shirts,WOMAN,Spring,Linen
CRWPO1020,200396,jackets,MAN,Winter,Polyester
STSLI1021,200397,jackets,MAN,Summer,Linen
QUSLI1022,200398,t-shirts,WOMAN,Summer,Linen
HISLI1023,200399,jackets,WOMAN,Spring,Linen Blend
REWWO1024,200400,jackets,WOMAN,Winter,Wool
BEWWO1025,200401,t-shirts,MAN,Winter,Wool Blend
EMWCO1026,200402,sweaters,WOMAN,Winter,Cotton
RISCO1027,200403,shoes,MAN,Spring,Cotton
COSLI1028,200404,jackets,WOMAN,Spring,Linen
STWWO1029,200405,jackets,WOMAN,Winter,Wool Blend
UTSCO1030,200406,jackets,WOMAN,Summer,Cotton
RESLI1031,200407,jackets,MAN,Summer,Linen Blend
UTAPO1032,200408,t-shirts,MAN,Autumn,Polyester
BESCO1033,200409,t-shirts,WOMAN,Spring,Cotton
TEACO1034,200410,shoes,WOMAN,Autumn,Cotton
EMADE1035,200411,jackets,WOMAN,Autumn,Denim
RISCO1036,200412,jackets,MAN,Spring,Cotton
REAWO1037,200413,sweaters,WOMAN,Autumn,Wool Blend
LISLI1038,200414,jackets,WOMAN,Summer,Linen
SAWWO1039,200415,jackets,MAN,Winter,Wool Blend
QUSLI1040,200416,jackets,WOMAN,Spring,Linen
RIACO1041,200417,jackets,WOMAN,Autumn,Cotton
TEAWO1042,200418,sweaters,WOMAN,Autumn,Wool Blend
HOSCO1043,200419,t-shirts,WOMAN,Spring,Cotton
STACO1044,200420,shoes,WOMAN,Autumn,Cotton
RISCO1045,200421,t-shirts,WOMAN,Spring,Cotton
OVADE1046,200422,shoes,WOMAN,Autumn,Denim
UTAPO1047,200423,shoes,WOMAN,Autumn,Polyester
BASLI1048,200424,jackets,WOMAN,Summer,Linen
STSWO1049,200425,jackets,WOMAN,Spring,Wool
EMWPO1050,200426,jackets,WOMAN,Winter,Polyester
KNAWO1051,200427,sweaters,MAN,Autumn,Wool Blend
RIWVI1052,200428,sweaters,MAN,Winter,Viscose
OVAWO1053,200429,jackets,WOMAN,Autumn,Wool Blend
PUWWO1054,200430,jackets,MAN,Winter,Wool Blend
PLWVI1055,200431,jackets,WOMAN,Winter,Viscose
CRWPO1056,200432,shoes,WOMAN,Winter,Polyester
SAWAC1057,200433,shoes,WOMAN,Winter,Acrylic
SAAWO1058,200434,shoes,WOMAN,Autumn,Wool Blend
COSLI1059,200435,jackets,WOMAN,Summer,Linen
STAVI1060,200436,sweaters,MAN,Autumn,Viscose
TEAVI1061,200437,jackets,WOMAN,Autumn,Viscose
TESLI1062,200438,sweaters,WOMAN,Summer,Linen
PLSCO1063,200439,jackets,WOMAN,Spring,Cotton
TESLI1064,200440,shoes,MAN,Spring,Linen
CRACO1065,200441,shoes,WOMAN,Autumn,Cotton
STAWO1066,200442,jackets,MAN,Autumn,Wool
BESLI1067,200443,t-shirts,MAN,Summer,Linen Blend
EMWPO1068,200444,sweaters,WOMAN,Winter,Polyester
TAWWO1069,200445,jackets,WOMAN,Winter,Wool
PLWWO1070,200446,jackets,MAN,Winter,Wool Blend
KNAWO1071,200447,sweaters,WOMAN,Autumn,Wool Blend
DOWWO1072,200448,sweaters,MAN,Winter,Wool Blend
TAWDE1073,200449,jackets,WOMAN,Winter,Denim
JAAWO1074,200450,t-shirts,WOMAN,Autumn,Wool Blend
POADE1075,200451,jeans,WOMAN,Autumn,Denim
TEWPO1076,200452,sweaters,WOMAN,Winter,Polyester
DOAVI1077,200453,jackets,WOMAN,Autumn,Viscose
QUSCO1078,200454,t-shirts,WOMAN,Spring,Cotton
FLWDE1079,200455,t-shirts,WOMAN,Winter,Denim
TESLI1080,200456,jackets,MAN,Summer,Linen
KNWWO1081,200457,sweaters,WOMAN,Winter,Wool
HISCO1082,200458,jeans,WOMAN,Summer,Cotton
LISLI1083,200459,jackets,WOMAN,Spring,Linen
SAWWO1084,200460,jackets,MAN,Winter,Wool
KNAWO1085,200461,jackets,MAN,Autumn,Wool
PRSCO1086,200462,sweaters,WOMAN,Spring,Cotton
PRWPO1087,200463,t-shirts,WOMAN,Winter,Polyester
KNWWO1088,200464,sweaters,WOMAN,Winter,Wool
10AWO1089,200465,jackets,WOMAN,Autumn,Wool Blend
SLAVI1090,200466,t-shirts,MAN,Autumn,Viscose
ZIWAC1091,200467,jackets,WOMAN,Winter,Acrylic
KNAWO1092,200468,t-shirts,MAN,Autumn,Wool
FAACO1093,200469,jackets,WOMAN,Autumn,Cotton
TAACO1094,200470,shoes,WOMAN,Autumn,Cotton
OVWWO1095,200471,shoes,MAN,Winter,Wool Blend
HISWO1096,200472,jackets,WOMAN,Spring,Wool
UTACO1097,200473,jackets,WOMAN,Autumn,Cotton
COAVI1098,200474,sweaters,WOMAN,Autumn,Viscose
BEAPO1099,200475,jackets,WOMAN,Autumn,Polyester
HIADE1100,200476,jackets,MAN,Autumn,Denim
CRSLI1101,200477,sweaters,WOMAN,Spring,Linen
OVAWO1102,200478,jackets,MAN,Autumn,Wool Blend
CRSCO1103,200479,jackets,WOMAN,Spring,Cotton
KNAWO1104,200480,t-shirts,WOMAN,Autumn,Wool
REWCO1105,200481,t-shirts,WOMAN,Winter,Cotton
TAAVI1106,200482,t-shirts,WOMAN,Autumn,Viscose
COSLI1107,200483,t-shirts,WOMAN,Summer,Linen
UTSCO1108,200484,jackets,WOMAN,Summer,Cotton
SAAPO1109,200485,t-shirts,MAN,Autumn,Polyester
FAAWO1110,200486,jackets,MAN,Autumn,Wool
BAWPO1111,200487,jackets,MAN,Winter,Polyester
QUWWO1112,200488,jackets,WOMAN,Winter,Wool
LIWAC1113,200489,jackets,MAN,Winter,Acrylic
KNWWO1114,200490,jackets,MAN,Winter,Wool Blend
READE1115,200491,t-shirts,WOMAN,Autumn,Denim
TESLI1116,200492,jackets,WOMAN,Spring,Linen
OVACO1117,200493,jackets,WOMAN,Autumn,Cotton
DOSLI1118,200494,jackets,MAN,Summer,Linen
CRAWO1119,200495,jackets,MAN,Autumn,Wool Blend
UTWWO1120,200496,jackets,WOMAN,Winter,Wool
RIWPO1121,200497,sweaters,WOMAN,Winter,Polyester
QUSCO1122,200498,jackets,WOMAN,Summer,Cotton
OVWWO1123,200499,shoes,MAN,Winter,Wool
STACO1124,200500,t-shirts,WOMAN,Autumn,Cotton
QUWWO1125,200501,t-shirts,WOMAN,Winter,Wool
KNAWO1126,200502,shoes,WOMAN,Autumn,Wool Blend
PLAPO1127,200503,shoes,MAN,Autumn,Polyester
CRSLI1128,200504,jackets,MAN,Summer,Linen Blend
REWWO1129,200505,jackets,MAN,Winter,Wool
OVSDE1130,200506,jackets,WOMAN,Spring,Denim
UTWWO1131,200507,jackets,WOMAN,Winter,Wool
OVWWO1132,200508,shoes,MAN,Winter,Wool
TASLI1133,200509,jackets,MAN,Summer,Linen
EMSLI1134,200510,jackets,WOMAN,Spring,Linen
FAAVI1135,200511,jackets,WOMAN,Autumn,Viscose
LESVI1136,200512,jackets,MAN,Spring,Viscose
EMAWO1137,200513,shoes,WOMAN,Autumn,Wool
LISCO1138,200514,t-shirts,WOMAN,Summer,Cotton
TAWCO1139,200515,t-shirts,WOMAN,Winter,Cotton
DOSLI1140,200516,jackets,MAN,Summer,Linen
OVAPO1141,200517,shoes,WOMAN,Autumn,Polyester
PLAWO1142,200518,t-shirts,MAN,Autumn,Wool Blend
TAWDE1143,200519,jackets,WOMAN,Winter,Denim
PASVI1144,200520,jeans,MAN,Spring,Viscose
KNWWO1145,200521,t-shirts,WOMAN,Winter,Wool Blend
TAACO1146,200522,jackets,WOMAN,Autumn,Cotton
TASCO1147,200523,sweaters,WOMAN,Summer,Cotton
CRSLI1148,200524,sweaters,WOMAN,Spring,Linen
UTAPO1149,200525,jackets,MAN,Autumn,Polyester
SAACO1150,200526,shoes,WOMAN,Autumn,Cotton
STWWO1151,200527,sweaters,WOMAN,Winter,Wool Blend
QUSLI1152,200528,sweaters,WOMAN,Spring,Linen
CRSPO1153,200529,shoes,MAN,Spring,Polyester
TASCO1154,200530,jackets,MAN,Summer,Cotton
BESPO1155,200531,t-shirts,WOMAN,Spring,Polyester
EMSCO1156,200532,jackets,MAN,Summer,Cotton
UTWWO1157,200533,jackets,MAN,Winter,Wool
SUWCO1158,200534,shoes,WOMAN,Winter,Cotton
UTSLI1159,200535,jackets,WOMAN,Summer,Linen Blend
HEACO1160,200536,jackets,MAN,Autumn,Cotton
HIAAC1161,200537,jeans,WOMAN,Autumn,Acrylic
STSLI1162,200538,t-shirts,WOMAN,Spring,Linen
BESLI1163,200539,shoes,WOMAN,Summer,Linen
HIWWO1164,200540,jackets,MAN,Winter,Wool
STADE1165,200541,shoes,MAN,Autumn,Denim
CRWWO1166,200542,jackets,WOMAN,Winter,Wool Blend
BEWWO1167,200543,jackets,MAN,Winter,Wool Blend
TEAVI1168,200544,jackets,WOMAN,Autumn,Viscose
RISCO1169,200545,sweaters,WOMAN,Spring,Cotton
KNWWO1170,200546,jackets,WOMAN,Winter,Wool
KNSCO1171,200547,sweaters,WOMAN,Spring,Cotton
SLSCO1172,200548,shoes,MAN,Spring,Cotton
MOAWO1173,200549,t-shirts,WOMAN,Autumn,Wool Blend
COSPO1174,200550,jackets,WOMAN,Spring,Polyester
KNWWO1175,200551,jackets,WOMAN,Winter,Wool Blend
DOSVI1176,200552,shoes,WOMAN,Spring,Viscose
QUAWO1177,200553,jackets,WOMAN,Autumn,Wool
WOWWO1178,200554,jackets,MAN,Winter,Wool Blend
TEWWO1179,200555,jackets,WOMAN,Winter,Wool
SLACO1180,200556,sweaters,MAN,Autumn,Cotton
ZIAAC1181,200557,sweaters,WOMAN,Autumn,Acrylic
EMAPO1182,200558,sweaters,WOMAN,Autumn,Polyester
RIWWO1183,200559,jackets,MAN,Winter,Wool Blend
BAADE1184,200560,sweaters,WOMAN,Autumn,Denim
HIAPO1185,200561,jackets,WOMAN,Autumn,Polyester
SUSVI1186,200562,jackets,MAN,Spring,Viscose
UTWAC1187,200563,t-shirts,WOMAN,Winter,Acrylic
SLSCO1188,200564,jackets,MAN,Spring,Cotton
STADE1189,200565,sweaters,WOMAN,Autumn,Denim
DOSWO1190,200566,jackets,MAN,Summer,Wool Blend
REWWO1191,200567,jackets,WOMAN,Winter,Wool
BEADE1192,200568,jackets,WOMAN,Autumn,Denim
RIAWO1193,200569,jackets,WOMAN,Autumn,Wool
CRWWO1194,200570,jackets,WOMAN,Winter,Wool
TAAPO1195,200571,jackets,WOMAN,Autumn,Polyester
TESCO1196,200572,shoes,MAN,Spring,Cotton
BOSPO1197,200573,t-shirts,WOMAN,Spring,Polyester
STSLI1198,200574,sweaters,WOMAN,Summer,Linen Blend
EMSCO1199,200575,jackets,WOMAN,Summer,Cotton
WOSCO1200,200576,jackets,MAN,Spring,Cotton
TASCO1201,200577,jackets,MAN,Spring,Cotton
BESLI1202,200578,t-shirts,WOMAN,Summer,Linen
STWPO1203,200579,jackets,MAN,Winter,Polyester
SLSCO1204,200580,sweaters,WOMAN,Spring,Cotton
TAWWO1205,200581,shoes,WOMAN,Winter,Wool Blend
HIAVI1206,200582,jackets,MAN,Autumn,Viscose
OVSLI1207,200583,jackets,WOMAN,Summer,Linen
STWAC1208,200584,jackets,WOMAN,Winter,Acrylic
STWWO1209,200585,shoes,WOMAN,Winter,Wool Blend
KNSLI1210,200586,t-shirts,WOMAN,Summer,Linen Blend
HISLI1211,200587,sweaters,WOMAN,Spring,Linen
TESPO1212,200588,shoes,WOMAN,Spring,Polyester
HIAPO1213,200589,shoes,WOMAN,Autumn,Polyester
TEAWO1214,200590,t-shirts,MAN,Autumn,Wool Blend
STWAC1215,200591,jackets,MAN,Winter,Acrylic
STAWO1216,200592,jackets,WOMAN,Autumn,Wool Blend
STSLI1217,200593,jackets,WOMAN,Spring,Linen
PLWWO1218,200594,jackets,MAN,Winter,Wool
RISDE1219,200595,t-shirts,MAN,Spring,Denim
PLAWO1220,200596,jeans,WOMAN,Autumn,Wool
FLWDE1221,200597,shoes,WOMAN,Winter,Denim
DOAWO1222,200598,jackets,WOMAN,Autumn,Wool Blend
BEWDE1223,200599,jeans,WOMAN,Winter,Denim
EMSCO1224,200600,jackets,WOMAN,Spring,Cotton
EMWWO1225,200601,shoes,MAN,Winter,Wool Blend
LIAPO1226,200602,jackets,MAN,Autumn,Polyester
DOACO1227,200603,t-shirts,WOMAN,Autumn,Cotton
LISLI1228,200604,jackets,WOMAN,Summer,Linen
LISCO1229,200605,t-shirts,WOMAN,Summer,Cotton
PLAWO1230,200606,jackets,WOMAN,Autumn,Wool Blend
PLSLI1231,200607,jackets,WOMAN,Spring,Linen Blend
LISLI1232,200608,jackets,WOMAN,Summer,Linen
CHSVI1233,200609,shoes,WOMAN,Spring,Viscose
STSCO1234,200610,sweaters,WOMAN,Spring,Cotton
RISCO1235,200611,shoes,WOMAN,Summer,Cotton
DOAPO1236,200612,shoes,MAN,Autumn,Polyester
EMAPO1237,200613,shoes,WOMAN,Autumn,Polyester
BESCO1238,200614,jackets,WOMAN,Spring,Cotton
REAPO1239,200615,sweaters,MAN,Autumn,Polyester
RESCO1240,200616,shoes,WOMAN,Spring,Cotton
EMSLI1241,200617,jackets,WOMAN,Spring,Linen
CRAPO1242,200618,sweaters,WOMAN,Autumn,Polyester
EMWWO1243,200619,sweaters,WOMAN,Winter,Wool Blend
TESWO1244,200620,jackets,WOMAN,Spring,Wool Blend
STSLI1245,200621,jackets,WOMAN,Summer,Linen
REAWO1246,200622,jackets,WOMAN,Autumn,Wool
TESLI1247,200623,sweaters,WOMAN,Spring,Linen
STAWO1248,200624,sweaters,WOMAN,Autumn,Wool
STWWO1249,200625,jackets,WOMAN,Winter,Wool
SLSLI1250,200626,sweaters,MAN,Summer,Linen
REAWO1251,200627,shoes,MAN,Autumn,Wool
KNSLI1252,200628,t-shirts,WOMAN,Summer,Linen
PAWWO1253,200629,t-shirts,WOMAN,Winter,Wool Blend
RESCO1254,200630,sweaters,WOMAN,Spring,Cotton
BESDE1255,200631,jackets,WOMAN,Spring,Denim
BEWPO1256,200632,jackets,WOMAN,Winter,Polyester
SAAWO1257,200633,jackets,WOMAN,Autumn,Wool Blend
REAWO1258,200634,jeans,WOMAN,Autumn,Wool
OVAPO1259,200635,jeans,WOMAN,Autumn,Polyester
POAWO1260,200636,jeans,WOMAN,Autumn,Wool
STAWO1261,200637,jackets,MAN,Autumn,Wool Blend
UTSPO1262,200638,jackets,WOMAN,Spring,Polyester
UTWWO1263,200639,jackets,WOMAN,Winter,Wool
REAWO1264,200640,shoes,WOMAN,Autumn,Wool
QUWWO1265,200641,jeans,WOMAN,Winter,Wool
STACO1266,200642,jackets,WOMAN,Autumn,Cotton
LISCO1267,200643,jackets,MAN,Summer,Cotton
TAAVI1268,200644,jackets,MAN,Autumn,Viscose
BEAAC1269,200645,jackets,MAN,Autumn,Acrylic
SASLI1270,200646,t-shirts,WOMAN,Summer,Linen
READE1271,200647,jackets,WOMAN,Autumn,Denim
TAAWO1272,200648,jackets,MAN,Autumn,Wool
LISCO1273,200649,sweaters,WOMAN,Spring,Cotton
KNWWO1274,200650,sweaters,WOMAN,Winter,Wool
REACO1275,200651,jackets,WOMAN,Autumn,Cotton
LISCO1276,200652,jackets,WOMAN,Summer,Cotton
RIWWO1277,200653,sweaters,MAN,Winter,Wool Blend
TESCO1278,200654,t-shirts,WOMAN,Spring,Cotton
FASVI1279,200655,jackets,WOMAN,Spring,Viscose
SLWWO1280,200656,sweaters,WOMAN,Winter,Wool
EMWWO1281,200657,jeans,WOMAN,Winter,Wool
RASLI1282,200658,jeans,MAN,Summer,Linen Blend
RIAWO1283,200659,sweaters,MAN,Autumn,Wool
RESCO1284,200660,jackets,WOMAN,Summer,Cotton
KNWWO1285,200661,jackets,MAN,Winter,Wool Blend
CRSWO1286,200662,jackets,WOMAN,Spring,Wool
BEWWO1287,200663,t-shirts,MAN,Winter,Wool
LISLI1288,200664,jackets,MAN,Summer,Linen
HIAPO1289,200665,sweaters,MAN,Autumn,Polyester
KNWAC1290,200666,t-shirts,WOMAN,Winter,Acrylic
TESCO1291,200667,jackets,WOMAN,Summer,Cotton
BESLI1292,200668,sweaters,WOMAN,Spring,Linen
SUWWO1293,200669,jackets,WOMAN,Winter,Wool
PLAVI1294,200670,jackets,MAN,Autumn,Viscose
REAWO1295,200671,sweaters,MAN,Autumn,Wool
TEWVI1296,200672,jackets,WOMAN,Winter,Viscose
RISLI1297,200673,jackets,WOMAN,Summer,Linen
STAPO1298,200674,jackets,WOMAN,Autumn,Polyester
RESCO1299,200675,sweaters,MAN,Spring,Cotton
V-AWO1300,200676,jackets,MAN,Autumn,Wool Blend
SAAAC1301,200677,sweaters,WOMAN,Autumn,Acrylic
CRSPO1302,200678,jackets,WOMAN,Spring,Polyester
PLAWO1303,200679,jackets,WOMAN,Autumn,Wool
DOSLI1304,200680,jackets,WOMAN,Spring,Linen
BEWWO1305,200681,sweaters,MAN,Winter,Wool
COSLI1306,200682,jackets,MAN,Summer,Linen
STSLI1307,200683,sweaters,WOMAN,Summer,Linen
EMSPO1308,200684,jackets,MAN,Spring,Polyester
BESPO1309,200685,jackets,MAN,Spring,Polyester
HIWWO1310,200686,shoes,WOMAN,Winter,Wool
STWWO1311,200687,jackets,MAN,Winter,Wool Blend
LISCO1312,200688,sweaters,WOMAN,Summer,Cotton
TESCO1313,200689,jackets,MAN,Summer,Cotton
EMWWO1314,200690,jackets,MAN,Winter,Wool
RESCO1315,200691,sweaters,WOMAN,Spring,Cotton
MOAAC1316,200692,jackets,WOMAN,Autumn,Acrylic
CRSCO1317,200693,jackets,WOMAN,Summer,Cotton
KNSLI1318,200694,jackets,WOMAN,Spring,Linen
RASCO1319,200695,jeans,MAN,Summer,Cotton
CRAWO1320,200696,t-shirts,WOMAN,Autumn,Wool Blend
QUSCO1321,200697,sweaters,WOMAN,Summer,Cotton
ABWWO1322,200698,sweaters,WOMAN,Winter,Wool Blend
PLSLI1323,200699,jackets,MAN,Spring,Linen
CAWWO1324,200700,jackets,WOMAN,Winter,Wool
PLSLI1325,200701,sweaters,WOMAN,Summer,Linen Blend
UTAPO1326,200702,jackets,MAN,Autumn,Polyester
DOWPO1327,200703,sweaters,WOMAN,Winter,Polyester
TEACO1328,200704,sweaters,MAN,Autumn,Cotton
UTAWO1329,200705,jackets,WOMAN,Autumn,Wool Blend
DOAPO1330,200706,shoes,WOMAN,Autumn,Polyester
HESCO1331,200707,jackets,MAN,Summer,Cotton
CRSLI1332,200708,shoes,WOMAN,Summer,Linen
KNWWO1333,200709,sweaters,WOMAN,Winter,Wool Blend
COAWO1334,200710,jackets,MAN,Autumn,Wool
PRSCO1335,200711,t-shirts,WOMAN,Spring,Cotton
BEACO1336,200712,sweaters,WOMAN,Autumn,Cotton
SAWAC1337,200713,jackets,WOMAN,Winter,Acrylic
LISCO1338,200714,t-shirts,WOMAN,Spring,Cotton
TAAWO1339,200715,jackets,WOMAN,Autumn,Wool Blend
SAWDE1340,200716,jackets,WOMAN,Winter,Denim
QUSPO1341,200717,jackets,WOMAN,Spring,Polyester
RESLI1342,200718,sweaters,WOMAN,Summer,Linen
EMAPO1343,200719,jackets,WOMAN,Autumn,Polyester
OVAPO1344,200720,t-shirts,WOMAN,Autumn,Polyester
REAWO1345,200721,shoes,WOMAN,Autumn,Wool Blend
LIAAC1346,200722,jackets,MAN,Autumn,Acrylic
CRWAC1347,200723,jackets,WOMAN,Winter,Acrylic
TAAPO1348,200724,jackets,MAN,Autumn,Polyester
CHSCO1349,200725,jackets,WOMAN,Summer,Cotton
TEWDE1350,200726,t-shirts,MAN,Winter,Denim
FAWVI1351,200727,jeans,WOMAN,Winter,Viscose
EMSLI1352,200728,jackets,MAN,Spring,Linen
UTWWO1353,200729,jackets,WOMAN,Winter,Wool Blend
STWWO1354,200730,jackets,WOMAN,Winter,Wool Blend
COWWO1355,200731,shoes,WOMAN,Winter,Wool Blend
DOSLI1356,200732,jackets,MAN,Spring,Linen
RISCO1357,200733,sweaters,WOMAN,Spring,Cotton
REWAC1358,200734,t-shirts,MAN,Winter,Acrylic
EMWWO1359,200735,jackets,WOMAN,Winter,Wool Blend
QUAPO1360,200736,jackets,WOMAN,Autumn,Polyester
UTAPO1361,200737,jackets,WOMAN,Autumn,Polyester
EMSLI1362,200738,jackets,MAN,Spring,Linen Blend
HISLI1363,200739,sweaters,WOMAN,Spring,Linen
LISLI1364,200740,sweaters,MAN,Summer,Linen
STWCO1365,200741,jackets,WOMAN,Winter,Cotton
BESPO1366,200742,jackets,MAN,Spring,Polyester
CRSPO1367,200743,jackets,WOMAN,Summer,Polyester
HISCO1368,200744,sweaters,MAN,Spring,Cotton
KNAAC1369,200745,shoes,WOMAN,Autumn,Acrylic
OVWWO1370,200746,sweaters,WOMAN,Winter,Wool
PASLI1371,200747,jeans,WOMAN,Spring,Linen
DOSLI1372,200748,sweaters,WOMAN,Spring,Linen
SAAWO1373,200749,sweaters,WOMAN,Autumn,Wool Blend
ASWWO1374,200750,jackets,WOMAN,Winter,Wool Blend
BAWWO1375,200751,shoes,MAN,Winter,Wool
TEWWO1376,200752,shoes,WOMAN,Winter,Wool Blend
QUAWO1377,200753,jackets,MAN,Autumn,Wool Blend
REACO1378,200754,jackets,MAN,Autumn,Cotton
UTWWO1379,200755,t-shirts,WOMAN,Winter,Wool
LISLI1380,200756,jackets,WOMAN,Summer,Linen
BEAWO1381,200757,jackets,MAN,Autumn,Wool
HOSCO1382,200758,shoes,WOMAN,Summer,Cotton
BEWWO1383,200759,jackets,WOMAN,Winter,Wool
UTWWO1384,200760,t-shirts,MAN,Winter,Wool Blend
DOSCO1385,200761,jackets,WOMAN,Spring,Cotton
REACO1386,200762,sweaters,WOMAN,Autumn,Cotton
CRWWO1387,200763,jackets,WOMAN,Winter,Wool Blend
FASCO1388,200764,jackets,MAN,Spring,Cotton
COAPO1389,200765,jackets,MAN,Autumn,Polyester
FAAWO1390,200766,t-shirts,MAN,Autumn,Wool Blend
EMAWO1391,200767,sweaters,WOMAN,Autumn,Wool
TEWWO1392,200768,jackets,WOMAN,Winter,Wool Blend
SASLI1393,200769,t-shirts,MAN,Spring,Linen
RESCO1394,200770,sweaters,WOMAN,Spring,Cotton
RESPO1395,200771,jackets,WOMAN,Summer,Polyester
PLAWO1396,200772,t-shirts,MAN,Autumn,Wool
STWVI1397,200773,jackets,MAN,Winter,Viscose
RESCO1398,200774,jackets,MAN,Summer,Cotton
OVWPO1399,200775,jackets,WOMAN,Winter,Polyester
ALAWO1400,200776,jackets,MAN,Autumn,Wool Blend
STSVI1401,200777,jackets,WOMAN,Spring,Viscose
REAWO1402,200778,jackets,WOMAN,Autumn,Wool Blend
FAWAC1403,200779,sweaters,MAN,Winter,Acrylic
STSWO1404,200780,jackets,MAN,Spring,Wool Blend
TESLI1405,200781,sweaters,WOMAN,Summer,Linen
BEWWO1406,200782,jackets,WOMAN,Winter,Wool
DOAWO1407,200783,jackets,MAN,Autumn,Wool
HISCO1408,200784,shoes,MAN,Summer,Cotton
CRSLI1409,200785,jackets,MAN,Summer,Linen Blend
UTAPO1410,200786,shoes,WOMAN,Autumn,Polyester
STWWO1411,200787,jackets,MAN,Winter,Wool
SUSLI1412,200788,jackets,MAN,Spring,Linen
BEWPO1413,200789,jeans,WOMAN,Winter,Polyester
STSLI1414,200790,t-shirts,WOMAN,Spring,Linen
TASCO1415,200791,shoes,MAN,Summer,Cotton
BEACO1416,200792,jackets,WOMAN,Autumn,Cotton
REAPO1417,200793,jackets,WOMAN,Autumn,Polyester
OVWCO1418,200794,jackets,MAN,Winter,Cotton
SLSVI1419,200795,sweaters,MAN,Spring,Viscose
LIWWO1420,200796,sweaters,WOMAN,Winter,Wool
DOAPO1421,200797,jackets,MAN,Autumn,Polyester
ASWPO1422,200798,t-shirts,WOMAN,Winter,Polyester
UTAWO1423,200799,jackets,MAN,Autumn,Wool Blend
CRAPO1424,200800,shoes,WOMAN,Autumn,Polyester
TEACO1425,200801,shoes,WOMAN,Autumn,Cotton
PLSLI1426,200802,t-shirts,MAN,Spring,Linen
KNWAC1427,200803,jackets,MAN,Winter,Acrylic
EMSLI1428,200804,t-shirts,MAN,Summer,Linen Blend
RISLI1429,200805,jackets,WOMAN,Summer,Linen
BOAWO1430,200806,jackets,WOMAN,Autumn,Wool Blend
PLSCO1431,200807,jackets,WOMAN,Summer,Cotton
QUWWO1432,200808,jackets,WOMAN,Winter,Wool
MUAAC1433,200809,shoes,WOMAN,Autumn,Acrylic
TASDE1434,200810,shoes,WOMAN,Spring,Denim
OVSCO1435,200811,jackets,WOMAN,Spring,Cotton
TESCO1436,200812,t-shirts,WOMAN,Spring,Cotton
STSCO1437,200813,shoes,MAN,Summer,Cotton
SASLI1438,200814,jackets,WOMAN,Spring,Linen
QUWWO1439,200815,sweaters,MAN,Winter,Wool
